prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size_sqft,furnished,facilities,additional_facilities,region
Pangsapuri Delima (Shah Alam),2017,1200,Selangor - Shah Alam,Apartment,3,1,2,850,Partially Furnished,"Parking, Security, Playground, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
i-Suite @ i-City,2017,1900,Selangor - I-City,Service Residence,2,0,2,826,Fully Furnished,"Playground, Barbeque area, Swimming Pool, Multipurpose hall, Lift, Security, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Langat Jaya,2017,950,Selangor - Cheras,Condominium,3,1,2,936,Partially Furnished,"Parking, Playground, Swimming Pool, Barbeque area, Tennis Court, Gymnasium, Minimart, Security",None,Selangor
Vista Indah Putra,2017,1300,Selangor - Klang,Condominium,3,0,2,900,Partially Furnished,"Parking, Playground, Swimming Pool",None,Selangor
Kondo Idaman Cheng Hua,2017,1350,Selangor - Klang,Condominium,3,0,2,1400,Not Furnished,"Playground, Gymnasium, Sauna, Parking, Minimart, Swimming Pool, Lift, Security",Cooking Allowed,Selangor
Icon Residenz @ Icon City,2016,1500,Selangor - Petaling Jaya,Studio,1,0,1,600,Fully Furnished,"Security, Swimming Pool, Jogging Track, Barbeque area, Sauna, Parking, Lift, Playground, Minimart, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Taman Desaria,2017,750,Selangor - Petaling Jaya,Apartment,3,0,2,657,Partially Furnished,None,"Cooking Allowed, Near KTM/LRT",Selangor
Oasis 1 @ Mutiara Heights,2018,1300,Selangor - Kajang,Condominium,3,2,2,1250,Partially Furnished,"Playground, Jogging Track, Security, Swimming Pool, Gymnasium, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Ehsan Residence @ Sepang,2017,1600,Selangor - Sepang,Condominium,4,0,2,1090,Fully Furnished,"Parking, Minimart, Playground, Gymnasium, Lift, Security, Swimming Pool",None,Selangor
Lestari Apartment,2017,500,Selangor - Petaling Jaya,Apartment,3,0,2,650,Partially Furnished,"Playground, Parking, Lift, Swimming Pool, Minimart, Gymnasium, Jogging Track","Cooking Allowed, Near KTM/LRT",Selangor
Mahogany Park,2017,1500,Selangor - Kajang,Apartment,3,1,2,872,Partially Furnished,"Minimart, Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium, Lift, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor
The Arc @ Cyberjaya,2017,1400,Selangor - Cyberjaya,Service Residence,3,0,2,913,Fully Furnished,"Jogging Track, Minimart, Playground, Gymnasium, Swimming Pool, Sauna, Parking, Security","Washing Machine, Air-Cond, Cooking Allowed",Selangor
Kemuning Aman,2010,1100,Selangor - Shah Alam,Apartment,3,2,2,900,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Jogging Track",Cooking Allowed,Selangor
Kenwingston Square Garden,2020,1500,Selangor - Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift, Playground, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Tropicana Aman 1 – Tropicana Urban Homes,2020,1500,Selangor - Kuala Langat,Condominium,3,0,2,870,Partially Furnished,"Parking, Gymnasium, Squash Court, Club house, Security, Swimming Pool, Playground, Minimart, Lift",None,Selangor
South View @ One Ampang Avenue,2017,1700,Selangor - Ampang,Condominium,3,1,2,1060,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Mutiara Ville @ Cyberjaya,2013,1800,Selangor - Cyberjaya,Condominium,3,2,2,1070,Fully Furnished,"Jogging Track, Security, Minimart, Parking, Swimming Pool, Gymnasium, Playground","Air-Cond, Cooking Allowed",Selangor
Suria Apartment (Damansara Damai),2017,600,Selangor - Damansara Damai,Apartment,3,0,2,700,Not Furnished,"Parking, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
Pangsapuri Sri Kemuning,2017,1000,Selangor - Shah Alam,Apartment,3,0,2,1000,Partially Furnished,None,None,Selangor
Residensi Warnasari 3,2017,710,Selangor - Puncak Alam,Apartment,3,0,2,720,Partially Furnished,"Parking, Security, Playground",None,Selangor
B11 Parkland Residence,2017,1500,Selangor - Cheras,Service Residence,1,1,1,551,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
One Damansara,2013,1700,Selangor - Petaling Jaya,Condominium,3,0,2,1012,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall","Cooking Allowed, Washing Machine, Air-Cond, Near KTM/LRT",Selangor
CyberSquare SOHO,2017,1299,Selangor - Cyberjaya,Condominium,2,2,2,775,Partially Furnished,"Lift, Security, Parking, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Impian Apartment,2017,900,Selangor - Damansara Damai,Apartment,3,1,2,700,Not Furnished,"Playground, Jogging Track, Barbeque area, Parking, Security, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
Pelangi Heights,2007,1300,Selangor - Klang,Condominium,3,1,2,1070,Not Furnished,"Security, Multipurpose hall, Gymnasium, Tennis Court, Barbeque area, Parking, Minimart, Playground, Swimming Pool",None,Selangor
The Square SOHO @ One City USJ 25,2017,1700,Selangor - Subang Jaya,Service Residence,1,0,1,500,Fully Furnished,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
The Zizz,2019,1800,Selangor - Damansara Damai,Service Residence,3,2,2,749,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Pangsapuri Delima (Shah Alam),2017,1200,Selangor - Shah Alam,Apartment,3,1,2,850,Partially Furnished,"Playground, Security, Parking, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
The Arc @ Cyberjaya,2017,1400,Selangor - Cyberjaya,Service Residence,3,1,2,950,Fully Furnished,"Security, Parking, Minimart, Swimming Pool, Sauna, Playground, Gymnasium, Jogging Track, Lift, Barbeque area, Multipurpose hall, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Pangsapuri Mawar (Seri Kembangan),2017,700,Selangor - Seri Kembangan,Apartment,3,0,2,650,Not Furnished,Playground,"Near KTM/LRT, Cooking Allowed",Selangor
1 Harmonis,2017,1600,Selangor - Gombak,Condominium,3,1,2,1100,Partially Furnished,"Playground, Gymnasium, Jogging Track, Swimming Pool, Tennis Court, Security, Parking, Lift, Barbeque area, Minimart, Multipurpose hall",Cooking Allowed,Selangor
Amerin Residence,2017,1600,Selangor - Kajang,Service Residence,2,1,2,857,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor
i-Soho @ i-City,2017,900,Selangor - Shah Alam,Studio,1,1,1,500,Partially Furnished,"Parking, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed",Selangor
Kenwingston Square Garden,2020,1600,Selangor - Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift, Playground, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Palmyra Residences,2017,1700,Selangor - Bangi,Service Residence,3,0,2,1065,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Cooking Allowed, Air-Cond, Washing Machine",Selangor
Pangsapuri Kelana Impian,2017,1600,Selangor - Petaling Jaya,Apartment,3,1,2,1000,Fully Furnished,"Security, Jogging Track, Parking, Minimart, Swimming Pool","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor
Pelangi,2017,1200,Selangor - Kajang,Condominium,3,2,2,1070,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground",Cooking Allowed,Selangor
Rumah Pangsa Impian (Saujana Putra),2017,650,Selangor - Kuala Langat,Flat,3,1,2,650,Not Furnished,"Security, Parking, Playground","Near KTM/LRT, Cooking Allowed",Selangor
Green Acre Park,2001,1000,Selangor - Kajang,Condominium,3,1,2,1012,Partially Furnished,"Parking, Barbeque area, Security, Minimart, Swimming Pool, Tennis Court, Playground, Gymnasium","Air-Cond, Cooking Allowed",Selangor
Nilam Puri Condominium,2006,1150,Selangor - Puchong,Condominium,3,1,2,914,Partially Furnished,"Playground, Jogging Track, Club house, Security, Gymnasium, Squash Court, Sauna, Multipurpose hall, Parking, Minimart, Swimming Pool, Tennis Court, Lift, Barbeque area",Cooking Allowed,Selangor
Vista Bangi,2021,1400,Selangor - Kajang,Condominium,3,2,2,898,Partially Furnished,"Squash Court, Swimming Pool, Minimart, Parking, Gymnasium, Playground, Lift, Security",Cooking Allowed,Selangor
DK Impian,2021,1000,Selangor - Shah Alam,Service Residence,1,0,1,300,Fully Furnished,"Swimming Pool, Gymnasium, Security, Playground, Jogging Track, Barbeque area, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Enggang Apartment,2017,650,Selangor - Puchong,Apartment,3,0,2,800,Partially Furnished,"Parking, Playground, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
B11 Parkland Residence,2017,1250,Selangor - Cheras,Service Residence,1,1,1,600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Pangsapuri Kempas,2000,1000,Selangor - Cheras,Apartment,3,0,2,850,Partially Furnished,"Security, Playground, Parking, Minimart, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Mutiara Ville @ Cyberjaya,2013,1300,Selangor - Cyberjaya,Condominium,3,2,2,1050,Partially Furnished,"Jogging Track, Security, Swimming Pool, Gymnasium, Parking, Minimart, Playground","Air-Cond, Cooking Allowed",Selangor
B11 Parkland Residence,2017,1500,Selangor - Cheras,Service Residence,1,1,1,551,Fully Furnished,None,None,Selangor
BSP 21,2018,1800,Selangor - Bandar Saujana Putra,Service Residence,4,0,2,1257,Fully Furnished,"Sauna, Playground, Swimming Pool, Barbeque area, Tennis Court, Jogging Track, Minimart, Multipurpose hall, Gymnasium, Lift, Security, Parking, Club house, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Koi Prima,2017,1100,Selangor - Puchong,Condominium,3,2,2,1055,Partially Furnished,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Residensi Zamrud @ Kajang,2019,1200,Selangor - Kajang,Condominium,3,2,2,1100,Partially Furnished,"Lift, Gymnasium, Parking, Security, Playground, Swimming Pool",Cooking Allowed,Selangor
Maple Residences,2018,1500,Selangor - Klang,Service Residence,3,2,2,840,Not Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Minimart, Gymnasium, Security, Playground, Jogging Track, Multipurpose hall, Club house, Lift",None,Selangor
Residensi Melor,2017,915,Selangor - Bangi,Apartment,3,1,2,950,Not Furnished,"Parking, Security, Lift, Playground",Cooking Allowed,Selangor
Starville,2015,1300,Selangor - Subang Jaya,Apartment,3,2,2,900,Not Furnished,"Security, Parking, Playground, Lift, Minimart","Near KTM/LRT, Cooking Allowed",Selangor
Pelangi Damansara,2003,1400,Selangor - Kota Damansara,Condominium,3,1,2,900,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Cascades Residences @ Kota Damansara,2017,2300,Selangor - Kota Damansara,Service Residence,2,0,2,1008,Fully Furnished,"Minimart, Playground, Swimming Pool, Gymnasium, Squash Court, Lift, Parking, Sauna, Security","Air-Cond, Cooking Allowed, Washing Machine",Selangor
The Wharf Residence,2014,950,Selangor - Puchong,Apartment,3,1,2,818,Not Furnished,"Multipurpose hall, Security, Jogging Track, Playground, Swimming Pool, Parking, Gymnasium",None,Selangor
Sentosa Apartment @ Setia Alam,2017,850,Selangor - Shah Alam,Apartment,3,0,2,660,Not Furnished,"Parking, Multipurpose hall, Playground, Security","Cooking Allowed, Internet",Selangor
Cascades Residences @ Kota Damansara,2017,2500,Selangor - Kota Damansara,Service Residence,2,0,2,1043,Fully Furnished,"Minimart, Playground, Gymnasium, Security, Squash Court, Parking, Lift, Sauna, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Saujana Puchong SP 3 Shop Apartment,2017,650,Selangor - Puchong,Apartment,3,1,2,714,Partially Furnished,"Parking, Playground, Minimart",Cooking Allowed,Selangor
Kenwingston Square Garden,2020,1400,Selangor - Cyberjaya,Service Residence,2,2,1,600,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift, Playground, Multipurpose hall, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Solstice @ Pan'gaea,2016,1100,Selangor - Cyberjaya,Condominium,1,1,1,450,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
3 Elements,2017,1200,Selangor - Seri Kembangan,Condominium,3,2,2,775,Fully Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Cemara Apartment (Kajang Utama),2017,1100,Selangor - Kajang,Apartment,3,0,2,950,Partially Furnished,"Security, Swimming Pool, Parking, Playground, Club house",None,Selangor
Apartment Perdana,2017,1750,Selangor - Shah Alam,Apartment,3,1,2,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track","Cooking Allowed, Washing Machine",Selangor
Zeva @ Equine South,2017,950,Selangor - Seri Kembangan,Service Residence,1,1,1,454,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Sauna, Club house, Parking, Security, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Cyberia Crescent 2,2007,1300,Selangor - Cyberjaya,Condominium,3,1,2,1050,Partially Furnished,"Lift, Swimming Pool, Gymnasium, Minimart, Playground, Parking, Security, Jogging Track",Cooking Allowed,Selangor
D'Camellia @ Setia Ecohill,2019,900,Selangor - Kajang,Condominium,3,1,2,1050,Not Furnished,"Playground, Swimming Pool, Gymnasium, Multipurpose hall, Security, Lift, Parking, Barbeque area, Jogging Track",Cooking Allowed,Selangor
Vista Sungai Ramal,2017,1200,Selangor - Kajang,Apartment,3,2,2,1000,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track, Tennis Court",Cooking Allowed,Selangor
Liberty Tower @ i-City,2017,2300,Selangor - I-City,Condominium,2,0,2,725,Fully Furnished,None,None,Selangor
Koi Prima,2017,1100,Selangor - Puchong,Condominium,3,2,2,1055,Partially Furnished,None,None,Selangor
Kenwingston Square Garden,2020,1300,Selangor - Cyberjaya,Condominium,1,1,1,450,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Security",None,Selangor
Seri Utama,2017,1100,Selangor - Puchong,Apartment,3,2,2,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Taman Langat Murni Apartment,2017,270,Selangor - Banting,Apartment,4,0,2,900,Partially Furnished,"Playground, Parking, Multipurpose hall, Minimart","Cooking Allowed, Washing Machine",Selangor
i-Soho @ i-City,2017,1300,Selangor - Shah Alam,Studio,1,0,1,526,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
The Greens (Residensi Hijauan) @ Subang West,2018,2000,Selangor - Shah Alam,Condominium,3,3,2,1000,Fully Furnished,"Playground, Swimming Pool, Minimart, Gymnasium, Parking, Security, Jogging Track, Lift, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Taman Topaz,2013,700,Selangor - Dengkil,Apartment,3,2,2,814,Partially Furnished,"Playground, Parking, Security, Lift, Minimart, Jogging Track",None,Selangor
Hyde Tower @ i-City,2018,1300,Selangor - Shah Alam,Service Residence,1,0,1,526,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Vista Sungai Ramal,2017,1300,Selangor - Kajang,Apartment,3,2,2,1000,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall",None,Selangor
The Grand Subang SS13,2017,2100,Selangor - Subang Jaya,Service Residence,2,1,2,550,Fully Furnished,"Barbeque area, Multipurpose hall, Security, Swimming Pool, Jogging Track, Gymnasium, Playground",None,Selangor
Cemara Apartment,2017,1000,Selangor - Kajang,Apartment,3,0,2,950,Fully Furnished,"Playground, Parking, Barbeque area",None,Selangor
Vista Alam Serviced Apartment,2014,1800,Selangor - Shah Alam,Condominium,2,1,2,759,Partially Furnished,"Security, Gymnasium, Parking, Minimart, Playground, Jogging Track",None,Selangor
Ameera Residence,2017,1200,Selangor - Kajang,Condominium,3,2,2,1200,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor
Sri Alam,2004,1650,Selangor - Shah Alam,Condominium,3,2,2,1253,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Parking, Minimart, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Gugusan Melur,2017,1200,Selangor - Kota Damansara,Apartment,3,10,2,800,Partially Furnished,"Jogging Track, Parking, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor
